second_max,Speed_mean,net_acc_max,net_gyro_max,roll_mean,yaw_mean,pitch_mean,No_of_Years_driving_exp,driver_rating,driver_age,car_age,gender
1197.7,8.539398506490619,12.575382031044834,0.5918041828580505,45.64839998389838,15.278921130182308,1.4342914605285226,16.9,3.64,48.2,21.4,0
894.2,8.45055146365949,12.794671482210111,1.5479815033285862,78.95836874654991,13.485987779083567,-2.96901714914639,15.3,3.78,46.8,24.8,0
1090.3,7.77846712707135,12.819873911785795,1.213863902856435,52.91211680876161,7.217934304729793,1.2318028897176823,13.8,3.7400002,46.7,22.1,0
841.8,9.403452256365652,13.531708384021059,0.7057477223523643,26.892234923661874,14.653063524215941,0.8947988617792302,13.1,3.4900002,47.5,25.5,1
1097.0,7.644091066613662,12.556422334279677,0.6645284265657146,29.597917247271237,12.154397708681827,0.7338601106462411,14.8,4.07,49.1,22.0,1
795.7,10.317101023254777,13.689177119695703,0.5975180608377963,51.94049088373252,19.472447274996746,-0.5333948567736946,14.7,3.3200002,49.6,23.7,1
823.8,7.583139752154638,13.17183773044978,1.094508346374508,40.66661989936926,-3.7011415267999803,1.218611125774524,15.5,3.53,48.1,24.1,1
1131.3,10.327932005647536,13.056747650033703,0.8108854189611325,31.155741805000662,5.450746785380185,0.012659947796345272,17.6,3.98,47.8,24.1,0
1124.3,9.557211126378332,14.136946439223431,0.7896604443446633,62.79601396747181,9.40160392750412,0.10902088760883208,13.8,3.4599998,48.2,22.4,1
927.7,7.489324592738417,13.306851561289255,0.9187976339048836,54.83762305670727,21.966773725519417,0.9783291051801658,15.7,3.19,46.6,25.2,0
812.9,8.423331087762225,12.806251549994267,0.735121648279575,73.55913263781584,7.3045225836467775,-0.47038590336902175,15.1,3.4,47.2,23.6,0
981.0,10.252780823369495,12.985110417882755,1.0785898487802243,15.177831337034698,7.933256319714334,1.1779673012589087,15.0,3.64,47.9,23.7,1
834.4,7.809316378199253,13.973725866258047,1.0016150181815024,24.704746700210467,20.695223795313886,1.2355829547271233,13.3,3.67,46.7,22.9,0
928.1,10.466930994224578,13.765183353028672,0.7209354342277614,4.214388364511249,-0.07236540139583383,5.460902245617316,14.3,3.81,50.7,19.9,1
1244.6,9.61190293126328,13.324505099340822,2.4932380597927746,21.76985895391973,14.229889670690403,-0.42069162946874084,14.0,3.7,49.5,33.3,0
554.0,9.242641597553758,12.259784190064298,0.7464802301660881,33.10671692994622,10.335022222477358,-0.7322667948692614,18.0,3.73,49.4,22.7,1
790.2,6.894483953743125,12.941486887121656,1.1051339288428867,65.26953389709404,17.921761805752393,1.4054540219912213,18.1,3.67,47.8,24.9,1
1046.6,7.555203317708299,13.698607409969942,0.5203014615670931,42.209630255973664,15.176098088011107,0.8299771851571162,17.2,3.6600003,46.7,20.6,0
719.5,6.069893169336306,12.707808024404553,0.5443131363386418,32.15365427019695,-11.700425427780663,0.4313837680543647,15.1,3.48,48.0,21.8,1
728.8,9.335039435197032,13.314091323077074,0.5786388915428419,59.0978470590205,4.8760107528334675,-0.05573158677083443,12.2,3.1799998,49.4,20.5,0
773.3,6.521755216298937,13.27891628318057,0.8001659416201765,12.062160337083279,1.015719320774555,0.3866086205078748,15.9,3.2400002,48.5,25.0,0
926.7,6.634854312802962,12.126003634839593,0.8353386699157331,48.12478029243922,17.393437163840638,1.429317498403203,14.4,3.7399998,49.0,24.8,0
1083.3,9.174447218029286,13.105609790602534,1.6082518110611672,24.77759537305862,4.323723280767268,0.2163288972135997,13.8,3.23,47.9,20.0,1
695.0,8.77812012132217,12.662803450010285,0.7317206853122048,58.69217485794362,10.920373015673238,0.5785423998646045,14.2,3.4,48.2,21.5,0
814.7,8.1737963788112,13.229431451194989,0.7430764832564162,23.124718366504293,22.055730467681723,0.5030327436029753,17.5,3.73,48.2,20.9,1
845.8,7.555057426408619,12.99976722295946,0.7235625886141849,54.959454538709544,27.037671824733366,-0.03925426066050801,13.5,3.6799998,48.5,19.5,1
925.9,8.868120594568119,14.470697564861146,0.9468247537536165,59.74548735258604,5.518930423275252,0.714808330564639,14.9,3.3799999,49.6,24.6,1
1264.5,8.453846986921153,12.919559932176458,0.7221849131705871,47.16427485617985,19.0417778937509,0.4611128050203236,16.1,2.65,47.7,29.2,0
804.0,7.809908952381468,13.328262987441539,1.1712810160065021,46.32723037842455,8.538901392775148,0.7325589319124177,11.9,3.67,47.5,28.3,0
1018.9,9.162092603630196,12.436107981200053,0.5964155892101086,5.079102901730264,16.61466097331545,8.14263722506328,15.0,3.6299999,48.9,21.8,1
862.0,8.062954038405273,12.926134110924329,1.19271335459742,30.028654296520255,15.277388759257951,1.1396915826827272,15.3,3.1100001,48.0,21.5,0
935.7,10.39316886275133,13.01029464788717,1.1066040451111991,31.347876032089925,8.66069307953028,1.0690600129138745,16.9,3.8799999,49.5,23.8,1
883.4,10.020549538707055,12.869985321112617,1.2671690894320373,14.116452167852719,8.561011613452266,0.8256858201907274,14.4,3.9299998,47.0,20.5,0
727.2,11.477520703414491,12.943543352830634,0.7189829351590434,22.579644621798828,17.00725012806572,5.584337543993362,14.2,3.9099998,45.7,23.5,0
734.0,7.331693170219589,14.21537991930479,0.9365737012537931,58.32683417167466,10.05149268083068,0.41216223966764354,15.7,3.67,48.0,20.2,0
763.9,8.403993779598535,13.034318003572114,0.6652667840723058,12.858943321977941,-2.784309967470386,1.0717392390432996,15.4,3.85,48.5,22.7,0
689.4,8.23075908977743,12.884886031834643,1.661364328194074,12.9650339896557,2.019491061978985,2.3207924429617046,14.7,3.8799999,48.4,23.3,1
768.4,8.011478578238904,14.15206748074873,1.6400205111923796,20.056269993720328,-13.342862689691483,0.17551203554135206,12.9,4.0,47.8,23.4,0
1011.9,11.554280435277244,13.079365285642094,0.6998012359821206,76.61153338203135,19.62175487799754,0.8328130861903686,15.3,3.3199997,49.0,21.2,0
979.4,6.708688274257651,12.231343613030235,1.639689652589702,61.98913118426403,27.9307974155963,0.36948447609505297,13.5,3.8799999,49.5,25.4,1
819.9,6.443803210234803,13.003036880463876,0.6531887817922362,60.300319180841406,14.43446842804019,0.31054807765837206,15.3,3.4900002,47.3,22.2,1
953.2,10.682830436228338,13.59934024584901,0.8487959805926361,35.72829959801749,30.664156850454475,-2.627750970794698,20.1,3.4599998,48.5,24.0,1
1028.7,8.452368509442948,13.141229864039891,0.9793501187401104,3.8166480036100694,6.822596101308646,5.25730346285317,16.4,3.08,49.8,18.5,0
739.8,6.437738394726279,12.603237203366087,0.5931449303635595,55.45663661325773,19.581198158149554,0.5495917894179737,14.2,3.7100003,46.1,20.1,0
983.8,7.870294648703256,13.139522808598892,1.0825303454490718,47.13460724554297,15.651868198427977,0.7987232571895049,12.5,3.7900002,47.4,18.0,1
735.6,6.5305420905728795,13.328217081645372,0.7439114859818696,33.37309119413702,-2.425232334018343,0.7450495070735208,16.2,3.47,48.2,21.0,1
861.7,8.570852014694859,13.318677930164213,0.657913842131333,27.45666780013473,16.481960200426055,0.9769545133105104,15.5,3.8700001,47.5,23.9,0
999.9,7.7219775432466,13.061511286870044,1.0655268982408896,33.2505554589343,12.759032729331494,-0.16220926009484152,19.4,3.4,45.6,25.1,1
991.0,6.6368507601186995,13.454649949941935,0.9675122365595203,63.71614035553756,-5.566027211761511,0.5600490150598497,16.9,3.4100003,46.8,22.2,1
1086.0,7.286236241662661,13.67115355871358,1.1213440824307908,51.4729039046808,20.307336032617577,1.0231816816127413,12.7,3.73,47.7,22.5,1
1068.7,7.8164268979219145,13.268367155101092,1.2463825554808194,48.16523880187369,14.860983306624306,0.8247973867732924,12.7,3.61,45.5,24.5,1
915.7,11.83868940762687,13.000950016913333,0.8271221046530528,31.390232090807682,11.162514022636177,1.8057283991705482,13.2,3.3799999,45.8,18.1,0
927.8,10.07054608255189,12.757010189682905,0.6837688945451327,17.076453604988398,-6.448959573957109,0.35762344666851537,10.6,3.2400002,47.0,23.8,0
856.7,10.222324665252028,11.462750176339943,0.7576074719745691,-15.333518845685012,4.285128858271461,-1.2002809349070085,14.6,3.5400002,48.7,24.1,1
986.4,9.795709750996028,13.67334972972355,0.7097370267452522,61.87497087178254,-4.644190270922563,0.7749212832590621,15.5,3.85,49.9,26.3,0
962.5,7.821144030522255,12.71454345510502,1.41545970128064,39.52992532137004,5.543611313212014,1.034712658448668,12.7,3.0700002,48.2,23.5,1
855.6,10.801470153549728,13.341226779517715,1.1519687196645385,65.31054959792512,25.809760917102675,2.360286756498888,17.1,3.65,48.7,20.6,1
783.7,6.874865193114592,13.389374914587302,1.0847967170993278,5.575131740349154,0.5058155995205688,-5.76190291761737,13.7,3.89,46.5,19.1,0
805.7,7.6813538090591695,13.73798635460236,0.6727854089541642,23.369041507639718,10.971933864107081,0.7691671796857429,14.9,3.4299998,47.6,23.4,0
748.8,7.885434733691699,12.264826314095185,0.6947318914749147,47.41249318104834,-3.1568130817882762,0.8382914499516521,15.2,3.6299999,46.5,25.7,0
790.1,7.840006898542974,14.186577573223406,1.4201772917035027,59.36705812275395,19.69136744843572,-2.2312253480906117,14.1,3.65,47.8,22.3,1
739.8,8.637841509906352,12.21653935978448,0.6187147174518375,17.224672019078668,-12.540728561823652,-1.027033178822783,13.8,3.3700001,47.5,25.0,0
878.7,7.17020067975393,14.508191230108988,0.6955392147287729,44.40114932164056,16.826250507431183,-1.22026086441304,13.4,3.7900002,46.8,17.7,0
933.4,10.300353526068657,12.661031923935566,0.802183639588326,34.5991520635554,17.31108835376063,-2.035518204298158,15.2,3.56,47.2,25.2,0
952.3,7.354933682117798,17.94975457698271,1.2761235836988605,35.20966094928751,12.563921253537158,0.6672301200966888,12.5,3.39,47.3,25.2,0
854.4,7.38025972691361,13.002390800493625,0.8672293518990459,59.5399999087514,18.593441331589556,-0.6009339887219408,14.5,4.0099998,47.0,32.0,1
1075.4,8.577123180417612,13.452843686799577,0.7157901029464552,65.93789401349781,9.298274689451338,-0.6085580206042318,17.3,3.35,48.6,23.3,0
777.1,10.574739257741953,13.627337063736732,0.8526056876168322,60.090044716545854,16.515857232720137,0.9220275076435328,12.3,3.1799998,49.4,22.4,1
1055.3,7.634676680567017,13.137094613127042,1.023861023673121,59.31756281043696,3.5649457928103203,-0.37059160408772557,14.4,3.5099998,48.4,22.8,0
749.8,8.181599439089002,14.087960739976282,1.4371751013271936,23.542131815424195,7.208250249300816,-0.8232437605466838,14.4,2.8700001,48.7,25.6,0
1239.9,10.619215590748858,13.187115359169521,1.1752906504604321,60.55147377521081,11.805800258180444,-0.250572783949413,17.9,3.8700001,47.2,18.8,1
816.6,7.500164623528947,13.01609618771472,0.6387256156001723,77.6123888704602,16.723043819194363,0.9797703642285942,12.5,3.36,47.3,26.1,0
1098.1,10.092308935536085,12.730324220448617,0.8027216868207094,47.31861635843311,-1.710817283349075,-0.030291391122169387,14.8,3.7900002,47.9,17.1,0
1108.9,9.444162576098128,13.844878378270028,0.8903918770222135,14.611337730447184,-5.953190883684025,-1.3440825048110931,13.7,3.25,49.1,25.7,1
740.1,6.048676333217732,12.476920495873156,1.4494292248008431,60.18422583315032,7.658128441838447,0.6372680265114622,12.8,3.6200001,48.4,21.0,1
768.9,7.170278404505103,12.657670326828487,1.317101867541925,26.38357540210859,3.633865389562415,1.1890619724498428,15.2,3.61,48.6,20.0,1
1097.5,9.481080876421128,12.395632860421873,1.1236173310941981,24.88695518980482,23.609277324730236,0.40829363574019517,15.0,4.1400003,48.2,22.2,1
805.0,9.15390834220732,13.328555112531143,0.6854029078006915,32.15497744019074,16.351910452694593,-0.6310710536022757,15.1,3.35,49.4,20.5,0
860.2,9.641362765911078,13.30760393887922,0.6805492349682555,61.00839960027571,21.859421382026273,1.1546336012577405,17.4,3.72,48.6,27.7,1
910.8,9.202139612072557,12.995917564559306,0.6922605034250239,43.74146844799028,17.268772049220566,1.4054920463936407,13.5,3.4599998,47.3,21.4,0
993.0,7.555954960858424,12.2553757716431,0.931218949535169,32.35238439541043,9.227629943895852,0.5544532252357117,16.8,3.9,48.4,21.6,0
959.4,7.585651991611752,13.09703081726524,0.6664972693510169,48.32485380404064,-10.842045808417057,3.5843133497715853,16.4,3.5900002,49.5,22.5,0
966.9,8.120435400183617,13.181269542830483,0.8494084697490376,44.3288691245287,1.6003191172660194,0.5438428134663095,13.1,3.9,48.6,18.3,0
737.4,7.95660288739897,13.495733761754465,0.8594072596410267,37.82777154285572,15.891872403384511,0.730853574301171,13.0,3.7699997,47.0,23.5,0
1066.2,8.599543668036699,15.146909766991566,0.848881144796815,48.29428886565238,24.866088236657273,7.574798784238159,19.0,3.8,47.0,22.2,0
788.4,10.301043353131206,13.345993568312466,1.0878995294943732,12.536990245282826,12.9919117459964,0.5015307690008027,11.7,3.19,50.0,19.7,0
936.3,8.54943877602497,13.243250268864927,0.6802983190115425,61.13885057883668,7.1613252216593395,0.07228924926897858,15.7,4.07,48.9,33.2,0
518.5,9.745321127897046,12.485187068373486,1.414598581283353,0.698606832972331,3.2190017713690744,1.9249108710966527,17.1,3.42,48.0,23.9,0
872.3,8.415644169549012,11.934562594509357,0.7775691385240131,12.966318798377864,9.223166867618257,-0.08958802059961861,16.0,3.9299998,48.6,20.4,0
849.9,8.60354526175932,13.442554844744526,0.6037425702251981,27.3788349044383,9.724288422256402,1.8528092603898574,12.7,3.72,49.2,19.1,1
990.0,9.79768084560807,13.28456098057357,0.9694381480067668,13.735827923880219,5.097394018271218,-0.6633098323427135,13.4,3.2599998,47.5,20.7,0
1040.8,9.348034185531288,13.341543459558704,0.82519944706432,45.1127950922427,17.28634062200161,3.263198358525467,14.5,3.6299999,49.1,24.4,1
1029.2,7.952127896912055,13.43877183979688,0.6769623306002631,29.58177457878537,5.310819733060274,0.6725384406261039,16.3,3.4900002,48.2,20.4,1
928.4,7.928634220903836,12.567740561092837,1.0771601945653395,61.201023512967026,28.450589845221753,0.6057713873083374,14.9,3.69,48.3,30.7,0
1172.6,7.5698100313814605,13.394513300702439,2.850642600515532,48.29223916976945,-8.14976345018006,-0.24431431313911137,19.5,3.7599998,47.9,21.3,1
1276.3,8.815300748154124,13.140989525035385,0.7635637236664501,41.5013966571212,29.526389522209048,2.059323606542335,15.8,3.35,48.6,20.1,0
889.4,8.710094603358433,14.224516022956063,1.699051087275981,46.94391757342523,8.704672279843525,4.336673041207009,14.1,3.05,47.5,20.9,1
842.1,7.456256952451055,13.549970508447027,1.0769368617789052,58.566268749668424,10.836757494556611,1.008548356529461,13.6,4.1400003,48.5,24.6,0
969.9,6.994153923533349,14.600994675927524,1.2540030964825586,58.730835408160694,14.690659969211021,0.4731310793131211,14.8,2.9,48.7,24.3,1
870.0,8.40689013981223,13.57887057125205,0.954081227230251,69.13597422108892,18.558323719422184,0.25915357762277547,12.9,3.1799998,47.1,24.7,0
913.5,8.599689671399465,12.428657500713433,0.8812839833032392,17.00053988754437,-9.811903266166501,-1.5203063104542072,12.4,3.64,48.8,23.2,1
1455.4,9.089021943564827,13.791103135417874,0.9515954149087926,21.981593782272466,-0.9808267779567672,1.288303490262421,11.6,3.44,50.0,23.8,1
778.8,7.786431050533717,13.013624646459206,1.1144950963394054,1.7225742084880467,-8.66167864907897,-1.027097564161866,14.5,3.2099998,45.6,24.0,0
870.2,7.5598003907422635,13.226085500740888,0.8242612747548336,35.03041839990139,-0.8024237185403088,-1.1343873312963129,17.6,3.4099998,46.6,20.2,1
778.8,7.253049430865646,12.29329942891653,0.6595349891686096,63.90430156961145,25.868723434517193,0.38174054367582666,13.5,3.3200002,47.9,25.6,1
847.4,5.899508306501941,13.258446166169353,0.7049025903852696,45.41587620755326,20.150921061074833,-0.5120751180796039,16.1,3.7900002,47.1,27.2,1
760.9,7.216169658001038,12.383319779591016,2.593497531332516,54.57828248832885,30.762250099601467,-2.207912820581366,16.6,3.3100002,51.4,20.4,0
844.2,8.287243852815266,13.892757644137543,0.8151069015351329,29.934181449620517,10.753443161546414,1.3460464863715356,12.9,3.9599998,47.9,17.1,0
880.7,8.658033198906377,13.203280774312073,1.1567415700825203,45.33845961612317,15.8603143718889,-0.6161610733979656,14.6,3.39,49.4,23.1,1
667.1,8.119046372687539,13.199724146981215,1.1787715793539364,66.6317029037243,13.418766920756894,0.4528307054362036,17.5,3.8400002,48.4,19.5,0
852.1,8.314122333596403,13.523766140261605,0.9543565663266926,32.01901234044041,8.11445545208697,-1.156993300800224,16.3,3.5099998,47.7,18.2,1
954.7,6.598096787276586,12.570848586436147,0.7279309161507164,60.564136647886855,5.598128247743267,-0.3449467556847584,15.2,3.2400002,48.0,23.2,0
1122.4,8.320137026476221,12.67378736372037,0.9845714211965001,27.637352297087478,7.424695479159951,-1.2509899950012122,15.9,3.61,50.2,23.5,0
908.0,9.594945893554499,12.832592236533676,0.5535560954231052,71.25779816771869,31.021953898397072,0.26689775765452745,17.2,3.89,48.6,26.2,0
844.0,6.7891583555408035,12.914753603572418,0.6420554011718907,14.16135806207659,-1.0718592694230886,1.9690559952668596,18.6,3.3700001,48.1,28.6,1
880.6,6.513614514764454,13.711787654351056,0.7868387960160727,43.91370791984613,14.716564068300377,2.2258728407226247,15.9,3.2099998,46.9,22.1,0
868.7,7.145823455018221,12.24700632445616,1.2522990596289598,23.787304088151142,1.7497784324861378,-0.3033143182056396,14.8,3.5900002,47.8,26.3,1
887.7,6.6062590112387385,13.293369897824707,0.6940704395492474,46.05225391866588,19.62492763981124,0.2183752118727842,13.2,3.55,48.2,24.0,1
891.5,8.492605904542751,12.543353508024532,0.6249404186646085,34.07314347868903,30.019862723736576,2.5998451966513123,15.0,3.95,48.2,22.4,0
1237.6,8.709947331290948,12.86881022569607,2.8690802420990504,16.26204644681465,-8.716443830754763,1.4722345420140759,14.4,3.6,48.9,27.5,0
1075.7,9.86382308020101,12.989048299810772,0.7765221803426245,0.5925118948425123,0.45881354163274357,-0.5967929067157127,14.3,3.2399998,47.6,25.6,1
521.0,7.121097396048972,12.765566427476795,1.2000106984948824,13.81521979288073,7.352969694651263,0.69364087587443,15.6,3.94,47.9,28.0,0
707.0,9.013569089987046,12.569485545046044,0.7142964788497231,18.021502530561754,-10.201060914507316,0.15405787478104677,13.3,3.4099998,47.0,27.0,0
980.6,8.878363819128452,13.287576804420786,0.7521417444151557,56.69676336460655,21.917273936412148,-0.40836188062078255,12.6,3.92,46.0,28.6,1
901.5,8.949225275912696,13.76079691396886,0.6283554969830296,35.664259865469305,-13.256625602247226,-0.7711420022092879,14.3,3.67,48.1,26.6,1
